"FULL_Charge","FULL_AcidicMolPerc","FULL_AURR980107","FULL_DAYM780201","FULL_GEOR030101","FULL_OOBM850104","NT_EFC195","AS_MeanAmphiMoment","AS_DAYM780201","AS_FUKS010112","CT_RACS820104","CLASS"
4,8,0.906,66.04,0.955,-1.401,0,29.133,61.278,4.214,1.78,1
6.5,0,0.801,70.862,0.957,-4.956,0,29.294,70,6.312,1.227,1
1,4.762,0.772,57.81,0.931,-3.41,1,29.164,61.389,6.984,1.488,1
11,0,0.869,61.486,0.996,-0.848,0,29.094,64.556,5.54,1.76,1
4,12.766,0.942,69.426,0.969,-0.867,0,29.152,66.444,5.132,1.911,1
0,18.182,1.022,74.773,0.96,-4.229,1,28.666,79.222,6.426,1.086,1
2,0,0.795,56,0.991,-5.614,0,36.629,56,4.959,1.519,1
5,1.667,0.99,79.05,0.969,-4.326,0,28.499,90.722,6.137,0.91,1
0.5,7.229,0.942,71.012,0.993,-0.35,0,28.462,67.833,5.427,1.401,1
4,0,0.748,50.111,0.95,-2.246,0,28.306,50.111,4.206,2.094,1
4,0,0.858,66.417,0.991,-5.066,0,28.692,70.389,6.358,1.488,1
8,0,0.826,58.3,0.966,-1.13,0,28.664,60.222,4.463,1.725,1
5,0,0.911,64.833,0.981,-5.663,0,29.051,67.5,6.853,1.012,1
6,8.696,0.858,74.174,0.941,-4.392,0,29.199,75.611,6.646,1.433,1
8.5,5.634,0.825,72.268,0.974,-1.022,0,29.068,72.444,5.773,1.264,1
1,0,0.898,59.231,1.04,-5.334,0,39.847,59.231,7.027,1.05,1
8.5,3.846,0.901,64.077,0.977,-3.759,0,28.884,62,6.009,1.044,1
4.5,3.03,0.827,65.121,0.959,-2.008,0,28.758,72.056,5.073,1.728,1
4,3.03,0.868,73.939,0.956,-4.192,1,29.049,77.444,6.861,1.507,1
4,0,0.818,70.158,0.946,-0.978,1,28.866,68.611,4.648,1.398,1
1,4.444,0.912,83.533,0.955,-2.563,0,28.991,87.611,6.217,1.363,1
4,4.545,0.961,66.591,0.972,-4.767,0,29.205,64.833,5.599,1.245,1
6,0,0.886,63,0.984,-5.672,0,29.377,61.056,7.307,0.966,1
2,6.667,0.92,71.767,1.027,-3.435,1,29.146,78.611,6.713,1.56,1
0,4.762,0.831,70.571,0.936,-4.446,0,29.02,70.944,5.366,1.811,1
6,0,0.859,54.944,0.987,-0.228,0,28.826,54.944,4.645,1.758,1
6,0,0.869,63.083,1.017,-5.215,0,43.116,63.083,5.072,1.28,1
3,0,0.824,64.154,1.02,-3.493,0,39.83,64.154,5.05,1.649,1
16,7.317,0.985,75.008,1,-2.091,0,28.946,79.944,5.898,1.057,1
5.5,5.714,0.915,72.829,0.964,-3.042,0,28.916,69.278,6.263,1.048,1
0,15.385,1.127,84.308,0.993,-2.324,0,28.791,86,5.851,1.037,1
5,5.405,0.96,72.324,0.962,-4.75,1,29.003,72,6.831,1.434,1
23,1.818,0.98,72.909,0.974,-4.761,0,29.121,68.222,6.676,1.008,1
4,0,0.815,69,0.956,-4.408,0,29.22,64.667,6.612,1.445,1
7,0,0.914,54.595,1.166,1.719,0,29.149,58.667,4.832,1.491,1
4,6.061,0.844,71.576,0.956,-3.599,1,29.108,75.667,6.389,1.47,1
7,2.703,0.885,59.351,1.081,0.308,0,28.979,60.5,4.792,1.754,1
2,9.375,0.954,68.406,1.073,-0.646,0,29.244,64.389,5.806,1.273,1
7,7.087,0.965,76.551,1.003,-1.284,0,28.929,69.667,5.069,1.112,1
2,4.545,0.876,68,1.001,-2.226,0,29.147,69.111,5.928,1.116,1
6.5,8.602,0.969,65.581,1,-0.686,0,29.228,61.611,4.997,1.329,1
3,7.692,0.871,67.538,0.987,-0.596,0,40.023,67.538,6.158,1.122,1
2,14.894,0.978,70.17,0.971,-1.163,0,28.988,65.056,5.409,1.911,1
2,0,0.777,62.524,0.939,-4.756,1,28.856,63.778,6.202,1.543,1
9.5,7.143,1.023,73.347,0.987,-2.955,0,28.877,78.778,6.078,1.034,1
1,0,0.831,69.294,1.006,-4.754,0,30.706,69.294,6.884,1.065,1
4,0,0.957,61.8,1.03,-3.868,0,29.275,60,5.646,1.207,1
2,0,0.846,67.118,0.973,-3.801,0,30.849,67.118,7.24,1.06,1
7.5,5.714,0.884,58.057,0.978,-1.204,0,29.236,64.778,5.472,1.464,1
6.5,0,0.801,54.615,0.956,-0.406,0,29.118,66.611,4.311,1.957,1
7.5,1.942,0.818,80.33,0.948,-1.135,0,29.208,90.389,5.399,1.49,1
4,3.448,0.782,60.966,0.956,-2.369,0,29.167,60.056,4.769,1.697,1
1,15.686,1.005,79.863,0.99,-1.144,0,29.196,75.667,5.012,1.263,1
2,4.651,0.897,68.116,0.946,-1.181,0,29.088,72.944,4.378,1.419,1
4,0,0.857,67.708,0.99,-5.78,0,29.344,70.889,6.068,1.53,1
2,9.677,0.936,67.645,0.969,-3.518,1,29.268,62.778,7.079,1.576,1
1,0,0.775,61.929,0.992,-5.462,0,37.676,61.929,7.356,1.045,1
5,2.273,0.911,69.886,1.015,-2.722,0,29.441,70.5,5.564,1.355,1
0.5,0,0.928,92.818,0.977,-4.959,0,48.047,92.818,5.24,1.197,1
4.5,5.405,0.849,66.216,0.959,-2.054,0,29.534,65.722,4.678,1.552,1
4,8.197,0.898,68.803,0.962,-1.552,0,29.588,80,5.52,1.365,1
12,0,0.871,62.2,1.034,-4.818,0,29.653,62.556,6.798,1.239,1
4.5,2.632,0.908,63.105,0.956,-0.787,0,29.231,63.333,4.871,1.612,1
4,0,0.84,73.188,1.023,-4.58,0,32.677,73.188,6.033,1.212,1
3,6.061,0.965,74.212,0.967,-4.349,1,29.274,77.667,6.548,1.49,1
5,2.703,0.941,68.649,0.99,-1.008,0,29.182,71.333,4.832,1.429,1
3,0,0.813,64.2,1.005,-1.575,0,34.84,64.2,5.906,1.279,1
7,0,0.863,75,0.991,-3.228,0,29.308,70.056,5.425,1.16,1
4,0,0.865,65.292,0.986,-5.046,0,29.491,70.944,6.302,1.508,1
7,7.143,1.023,73.518,1.014,-2.884,0,29.787,62.722,7.03,1.027,1
4.5,2.778,0.968,69.083,0.972,-1.946,0,29.535,72.944,4.182,1.554,1
1,0,0.897,54.462,1.057,-5.238,0,40.804,54.462,7.048,0.978,1
4,5.714,0.925,73.029,1.049,-2.871,0,29.567,78.944,5.881,1.117,1
5,0,0.861,56.8,0.975,-7.845,0,35.552,56.8,7.055,0.976,1
3,6.452,0.856,70.806,0.95,-3.718,0,29.757,71.222,6.317,1.608,1
11,8.046,0.938,73.632,1.015,-2.448,0,29.923,67.889,5.582,1.319,1
1.5,0,0.939,86.35,0.979,-4.295,0,30.086,88.333,5.898,1.157,1
3,3.03,0.936,77.061,0.953,-3.558,1,30.129,83.167,6.671,1.435,1
3,0,0.736,55.524,0.939,-4.886,0,29.976,54.444,6.908,1.474,1
3,0,0.888,62.333,1.011,-5.142,0,30.254,66.833,7.094,1.439,1
5,0,0.873,65.5,1.148,3.471,0,38.706,65.5,4.61,1.564,1
5,2.632,0.855,66.526,0.975,-2.177,0,30.167,68.611,4.483,1.751,1
7,0,0.873,67.105,1.074,-1.922,0,29.997,67.222,5.608,1.475,1
1.5,14.516,1.085,73.435,1.036,-0.212,0,30.156,75.056,5.365,1.002,1
10.5,8.421,0.985,71.337,1.002,-2.246,0,30.465,83.833,6.146,1.089,1
-0.5,7.143,0.812,63.81,0.948,-1.969,0,30.324,65.889,5.128,1.619,1
6,0,0.925,67.939,0.962,-4.105,0,30.519,68.333,6.152,1.387,1
2,5.263,0.851,73.895,0.947,-3.779,1,30.469,75.278,6.256,1.178,1
8.5,5,0.999,78,1.015,-2.476,0,30.529,84.722,5.078,1.198,1
6,0,0.868,75.188,0.967,-3.691,0,30.605,84.5,6.092,1.346,1
7,0,0.894,73.034,1.013,-3.383,0,30.656,84.278,6.051,1.204,1
0,4,0.89,76.24,0.974,-2.37,0,30.771,82.5,4.758,1.572,1
8,2.632,0.903,72.579,0.965,-2.994,0,30.528,64.833,6.864,1.257,1
9,0,0.896,68.259,1.036,-2.988,0,30.797,64.722,5.699,1.219,1
6.5,0,0.837,63.098,0.955,-4.015,0,30.714,80.722,4.774,1.467,1
19,6.796,0.938,71.282,0.987,-2.11,0,30.758,76.111,5.829,1.206,1
4.5,7.692,0.991,78.59,0.993,-2.161,0,30.682,72.556,6.008,1.169,1
3.5,3.704,0.934,70.519,0.966,-3.903,0,30.724,69.722,7.089,1.039,1
3,6.897,0.938,80.345,0.955,-3.841,1,30.982,87.556,6.333,1.418,1
-0.5,7.692,1.066,64.615,0.978,-1.762,0,42.638,64.615,4.804,1.03,1
2,4,0.937,68.12,1.012,-3.182,1,30.971,67.778,6.454,1.083,1
2,0,0.843,75.35,0.981,-4.574,0,31.151,78.722,6.234,1.071,1
10.5,5.941,0.985,74.198,0.994,-2.919,1,31.087,81.389,5.384,1.078,1
7,2.941,0.83,62.706,0.981,-0.606,0,30.964,64.833,4.68,1.597,1
1,3.571,0.801,67.964,0.935,-3.601,0,30.989,69.5,4.908,1.774,1
5.5,0,0.937,67.727,1.036,-4.091,0,31.232,64.778,5.821,1.304,1
3,3.704,0.909,67.519,0.974,-4.058,0,31.294,63.944,6.966,1.077,1
4.5,0,0.846,74.469,0.971,-0.113,0,31.724,74.778,4.153,1.175,1
4.5,0,0.954,66.704,1.023,-3.217,0,31.529,70.833,6.756,1.284,1
4,0,0.762,73.37,0.924,-5.226,0,31.574,77.389,5.081,1.861,1
2,10.526,1.005,78.347,0.994,-2.445,1,31.781,82.833,5.998,1.087,1
1,12.245,0.956,67.776,0.953,0.089,0,31.749,65.167,4.939,1.356,1
0,7.692,0.832,80.385,0.97,-4.868,1,43.539,80.385,6.374,1.21,1
8,2.5,0.778,62.05,0.972,-1.516,0,31.528,67.167,5.178,1.645,1
6.5,3.333,0.947,68.5,0.962,-3.016,1,31.428,71.556,5.676,1.184,1
4.5,5.405,0.883,67.054,0.973,-1.489,0,31.357,70.333,5.346,1.617,1
2,0,0.842,59.619,0.948,-4.099,0,31.225,63.5,6.932,1.406,1
2,4.348,0.955,62,0.963,-2.67,0,31.258,62.722,5.808,1.041,1
5.5,10.345,1.091,73,0.967,-0.919,0,31.219,72.389,4.733,1.007,1
1,0,0.836,73.846,1.016,-3.785,0,43.101,73.846,5.713,1.138,1
8,11.667,0.983,75.342,1.003,-0.988,0,31.307,86.556,5.143,1.208,1
10,0,0.836,58.763,1.005,-2.08,1,31.549,66.056,4.961,1.673,1
2,3.333,0.765,67.067,0.939,-2.752,0,31.494,68.889,5.337,1.609,1
11,4.444,0.864,64.622,0.973,-2.292,1,31.528,70.111,5.818,1.696,1
1,8.696,0.96,77.609,0.944,-4.281,1,31.561,84.944,6.544,1.108,1
5.5,6.25,0.911,68.531,0.978,-4.145,0,31.58,68.389,6.22,1.121,1
3.5,0,0.867,58.375,1.006,-4.499,0,35.611,58.375,4.997,1.417,1
2,7.143,0.934,66.75,0.946,-3.231,0,31.741,64.944,5.317,1.539,1
6,8.108,0.983,75.284,0.989,-1.124,0,31.773,75.278,5.297,1.333,1
5.5,0,0.909,61.5,0.996,-3.757,0,31.646,59.278,5.435,1.124,1
7.5,5.882,0.894,63.647,0.96,-2.228,0,31.711,69.278,5.007,1.776,1
-2,8.571,0.951,76.686,0.953,-2.467,0,31.826,73.056,5.554,1.221,1
8,4.878,0.903,61.683,0.999,-1.483,0,31.824,61.333,4.561,1.771,1
4,0,0.79,73.281,0.937,-4.135,0,31.525,67.278,5.549,1.803,1
4.5,3.03,0.868,67.333,0.949,-4.126,1,31.658,71.167,6.353,1.491,1
8.5,0,0.846,61.833,0.96,-4.302,1,31.502,65.944,6.388,1.138,1
6.5,0,0.99,61.333,1.033,-1.737,0,37.318,61.333,5.372,1.472,1
5,4.762,0.964,74.81,1.008,-3.976,0,31.238,76.944,6.376,1.202,1
2,0,0.876,67.471,1.058,-3.019,0,32.903,67.471,6.296,1.182,1
6.5,6.522,0.834,67.804,0.941,-4.273,1,31.336,67.833,6.231,1.45,1
2,0,0.87,74.211,1.027,-5.513,0,31.232,76.111,6.565,1.139,1
3.5,0,0.89,66.043,0.993,-2.763,0,31.417,62.111,5.547,1.153,1
11,6.757,0.953,72.851,1.009,-2.478,0,31.273,74.333,5.795,1.286,1
10,0,0.902,68,0.998,-3.688,0,31.572,61.5,5.634,1.087,1
1,0,0.941,61.625,0.999,-4.101,0,35.414,61.625,7.088,0.943,1
6,0,0.786,75.52,0.962,-3.55,1,31.719,74.5,5.035,1.716,1
3,2.703,0.867,70.216,0.942,-1.976,0,31.895,79.722,5.715,1.152,1
5,0,0.913,61.87,0.992,-3.292,0,32.088,64.278,5.869,1.173,1
4,0,1.009,67.727,1.014,-4.41,0,31.924,70.167,6.169,1.086,1
3.5,0,0.941,68.412,0.999,-3.468,0,33.565,68.412,5.032,1.472,1
2,0,0.799,63.667,0.954,-5.34,1,37.85,63.667,6.931,1.035,1
3,0,0.882,45.6,1.041,-5.302,0,31.891,47.278,7.552,1.37,1
8,0,0.857,60.708,0.998,-4.544,1,31.895,66.833,7.031,1.353,1
6,4,0.818,66.08,0.964,-4.767,0,31.648,66.889,5.619,1.565,1
4,0,0.896,63.833,1.021,-4.406,0,31.972,68.778,6.059,1.62,1
5.5,5,1.043,81.1,0.967,-3.17,1,31.968,73.444,6.167,1.078,1
3,9.677,0.942,62.452,0.968,-3.979,0,32.015,63.833,7.038,1.543,1
2,0,0.857,65.5,0.994,-4.363,0,31.432,65.5,7.472,1.036,1
4,6.061,0.884,70.909,0.954,-4.158,0,31.457,74.111,6.552,1.405,1
16,2.326,0.9,62.326,1.001,-3.601,0,31.589,65.167,6.23,1.555,1
3,7.143,0.896,71.679,0.949,-4.411,1,31.017,74.111,6.496,1.469,1
3,0,1.011,78.409,0.954,-4.64,0,31.503,80.111,6.218,0.931,1
0,7.317,0.925,61.683,0.97,-1.143,0,31.324,66.222,5.167,1.663,1
3,0,0.8,74.733,1.014,-4.634,0,37.567,74.733,5.702,1.218,1
-3,27.273,1.154,77.636,1.053,0.573,0,51.28,77.636,5.659,1.16,1
0,0,0.818,65.947,1.034,-0.714,1,31.448,66.889,6.463,1.269,1
3.5,7.5,1.072,81.175,0.982,-2.501,1,31.61,77.278,5.459,1.001,1
7.5,3.125,0.81,72.438,0.977,-1.246,0,31.699,83,5.358,1.678,1
6,0,0.814,68.5,0.938,-7.032,0,31.65,66.833,5.736,1.055,1
8,5.405,0.845,61.595,0.95,-2.981,0,31.429,56.611,5.597,1.663,1
4,0,0.741,52.556,0.946,-3.012,1,31.474,52.556,4.036,1.97,1
3,0,0.848,70.75,1.095,0.855,0,35.318,70.75,5.348,1.447,1
7,6.329,0.929,72.405,0.988,-0.933,0,31.497,72.556,5.087,1.494,1
6,0,0.98,49.231,1.046,-6.17,0,43.312,49.231,3.856,1.374,1
4,3.571,0.924,66.393,0.98,-3.629,0,31.308,64.556,6.722,1.006,1
6,0,0.844,61.583,0.984,-7.302,0,46.424,61.583,5.475,1.1,1
4,0,0.923,65.867,1.01,-1.942,0,37.368,65.867,5.905,1.253,1
4,0,0.807,56.421,0.891,1.37,0,31.157,57.056,4.698,1.1,1
2.5,5.882,0.94,72.882,0.97,-5.256,0,32.831,72.882,6.619,0.946,1
4,0,0.914,72.333,0.967,-5.235,0,31.275,77.056,6.191,1.451,1
6,0,1.009,65.05,1.07,-2.043,0,31.435,63.5,5.138,1.41,1
3.5,9.804,0.953,70.137,0.96,-3.103,0,31.342,66.389,5.691,1.124,1
1.5,0,0.964,77.125,0.981,-3.212,0,35.172,77.125,4.436,1.468,1
5.5,5,1.039,77.925,0.974,-3.02,1,31.352,73.444,6.167,1.078,1
0.5,0,0.936,81.143,1.05,-1.066,0,40.261,81.143,5.686,1.229,1
2,0,0.716,66.286,0.93,-4.254,0,31.292,64.222,6.515,1.489,1
12,1.923,0.973,55.25,1.143,-0.312,0,31.45,51.833,5.776,1.345,1
8.5,9.524,0.86,64.698,0.947,-1.781,0,31.304,64.389,5.757,1.334,1
3,0,0.801,58.75,1.002,-5.249,0,31.371,58.833,6.563,1.459,1
3,0,0.951,73.423,0.961,-3.65,0,31.518,76.611,5.829,1.066,1
2,9.677,0.937,74.839,0.971,-3.875,1,31.56,75.667,6.543,1.573,1
4,9.375,1.086,75.563,1.006,-1.303,0,31.421,76.944,5.002,1.074,1
3.5,3.704,0.964,67.481,0.969,-3.433,0,31.46,66.278,6.91,0.986,1
2,0,0.796,63,0.981,-4.524,0,31.002,63,7.379,1.115,1
3,0,0.753,55.286,0.937,-4.77,0,31.02,58.444,6.454,1.404,1
3.5,0,0.909,71.111,1.108,1.618,0,31.105,71.111,4.897,1.502,1
1,0,0.796,61.308,1.009,-5.268,0,43.118,61.308,7.153,1.078,1
0,7.143,0.886,63.143,0.947,-5.157,0,39.928,63.143,5.904,1.076,1
1.5,0,0.834,61.875,0.953,-4.384,0,34.741,61.875,6.787,1.039,1
3,0,0.803,74.083,0.985,-4.805,0,31.296,78.889,6.305,1.54,1
0.5,0,0.684,64.349,0.866,-1.206,0,31.364,75.889,5.159,1.187,1
3,12.903,1.004,76.497,0.981,-0.894,0,31.714,68.278,6.189,1.065,1
1,0,0.871,58.643,1.027,-4.756,0,40.547,58.643,7.525,1.049,1
10,0,0.83,66.946,1.018,-0.77,0,31.529,65.222,5.827,1.171,1
7,10.256,1.025,72.641,1.002,-3.169,0,32.089,70.444,6.007,1.187,1
1,0,0.845,68.294,1.031,-4.961,0,33.724,68.294,6.754,1.174,1
6,0,0.828,74.417,0.991,-3.395,0,32.023,69.778,5.583,1.51,1
9.5,7.874,1.001,76.827,0.997,-1.188,0,31.757,82.611,5.428,1.127,1
-8.5,17.143,1.103,80.214,0.98,-1.494,0,31.845,75.556,6.253,1.126,1
17,0,0.909,58.783,1.18,1.463,0,31.552,58.611,5.143,1.545,1
7,11.111,1.016,66.378,0.987,-3.87,0,31.52,67.889,6.669,1.129,1
4,8.333,0.879,71.528,0.957,-3.935,1,31.377,71.444,5.985,1.416,1
2,0,0.84,72,0.959,-4.004,0,35.104,72,7.068,1.043,1
3.5,4.167,0.932,63.125,1.007,-3.109,0,31.346,67.444,4.831,1.199,1
3.5,0,0.888,63.941,1.134,2.186,0,32.88,63.941,5.018,1.582,1
6,5.405,0.977,75.73,0.968,-4.401,0,31.343,78.944,6.008,1.045,1
7,3.333,1.029,65.667,0.955,-5.397,0,31.576,54.889,5.869,0.785,1
0.5,15.842,1.035,80.455,0.988,-1.666,0,31.694,76.833,5.584,1.337,1
7.5,0,0.937,57.192,1.154,0.138,0,31.392,59.667,4.539,1.412,1
6.5,4.651,0.927,60.279,0.974,-0.464,0,31.261,60.5,4.294,1.735,1
3,4.286,0.926,83.743,0.958,-3.878,0,31.236,82.222,6.326,1.067,1
9,3.922,0.9,70.451,0.969,-2.964,0,31.04,68.778,5.543,1.405,1
3.5,0,0.86,64.227,0.985,-2.42,0,31.196,64.611,5.668,1.052,1
3,7.143,0.913,71.25,0.954,-4.199,1,31.096,70.722,7.093,1.449,1
3,0,0.771,70.067,0.968,-6.682,1,37.45,70.067,7.289,1.06,1
3,0,0.898,64.958,1.005,-4.639,0,31.482,70.444,6.586,1.459,1
2,0,0.839,67.692,1.046,-5.322,0,43.532,67.692,6.018,1.137,1
2,0,0.792,67.667,0.986,-4.396,0,31.021,67.667,7.628,1.115,1
9,4.11,0.965,76.699,0.994,-3.028,0,31.294,77.222,5.833,0.989,1
5,6.897,0.939,76.862,0.973,-4.752,0,31.245,74.611,6.764,0.906,1
1,6.897,0.871,72.276,0.928,-2.857,0,31.2,76.833,5.006,1.514,1
4,6.452,0.886,70.871,0.942,-4.585,1,31.146,78.389,6.073,1.588,1
2,3.846,0.914,71.269,0.958,-3.698,1,30.919,73.056,5.18,1.525,1
6,0,0.843,69.737,1.01,-5.001,0,30.654,66.944,5.682,1.122,1
1,0,0.802,76.5,1.019,-5.115,0,38.679,76.5,6.479,1.157,1
6,3.922,0.846,82.657,0.957,-1.014,0,30.033,92.222,5.516,1.492,1
8.5,7.692,0.987,70.41,0.998,-3.115,0,30.507,67.222,5.827,1.222,1
2,0,0.96,84.769,0.988,-3.05,0,41.68,84.769,6.339,1.052,1
2,0,0.8,59.476,0.936,-4.005,1,30.162,63.333,6.825,1.456,1
7,3.704,0.916,70.519,0.975,-2.579,0,30.174,78.167,5.682,1.098,1
2.5,13.725,1.157,81.98,0.997,-2.226,0,29.992,79.111,6.064,0.923,1
1,0,0.908,61.294,0.994,-4.597,0,31.66,61.294,6.776,1.078,1
1,0,0.809,62,1.028,-2.015,0,49.096,62,3.953,1.73,1
7,1.754,0.835,67.281,0.967,-1.254,0,30.075,70.389,4.428,2.192,1
3.5,11.111,1.139,63.222,1.093,-1.348,0,30.06,65.556,5.849,1.394,1
2,14.583,1.001,77.938,0.981,-2.307,0,30.246,69.389,6.273,1.214,1
6,4.167,0.892,61.25,1.032,1.315,0,30.226,65.222,4.437,1.898,1
2.5,0,0.839,63.261,0.933,-4.066,1,30.22,64.278,5.947,1.454,1
3,12.5,1.022,75.1,1.005,-1.685,0,30.657,72.611,5.854,1.154,1
1,4.545,1.034,71.455,0.996,-2.918,1,30.52,77.833,6.272,1.084,1
1.5,3.333,0.878,79.667,0.942,-1.07,0,30.608,88.667,5.276,1.108,1
6,3.448,0.931,75.931,0.977,-5.248,0,30.547,70,6.841,0.934,1
2,3.03,0.927,70.303,0.98,-3.747,0,30.691,77,5.801,1.203,1
6,4.545,0.963,79.061,0.972,-1.352,0,30.577,89.833,5.536,1.094,1
3,0,0.913,66.5,0.99,-4.479,0,30.657,69.056,6.018,1.451,1
2,8.333,1.101,80.944,1.005,-2.394,0,30.738,75.667,5.727,1.006,1
10,5.405,0.9,68.649,0.996,-3.836,0,30.975,64.5,6.326,1.268,1
5,3.125,1.055,82,0.949,-4.331,1,30.861,83.778,6.617,0.893,1
1.5,0,0.835,67.9,0.965,-3.206,1,30.388,70.5,6.373,1.087,1
3.5,0,0.832,60.333,0.895,-3.444,0,30.479,56.556,3.723,1.654,1
5,6.977,0.875,71.395,0.951,-2.462,0,30.54,79.444,5.896,1.197,1
4.5,8,1.003,72.08,1.021,-3.052,0,30.596,80.667,5.962,1.081,1
0.5,8.163,0.976,72.143,0.96,-1.001,0,30.617,72.722,4.442,1.658,1
1,6.667,0.855,85.733,0.971,-5.235,0,36.699,85.733,6.024,1.169,1
0,5.263,0.822,73.526,0.941,-1.812,0,30.779,74.5,4.802,1.403,1
3,0,0.89,67.522,0.978,-3.35,0,30.94,73.667,5.422,1.03,1
6,5.714,0.955,76.586,0.967,-4.186,0,31.268,70.444,6.68,1.034,1
6,4.412,0.985,77.456,0.97,-4.479,0,31.212,70.444,6.583,1.198,1
6.5,8.333,1.036,69.25,0.988,-5.696,1,31.257,72.333,5.85,0.932,1
6,0,0.848,68.5,1.039,-3.016,0,46.565,68.5,5.35,1.383,1
8,0,0.919,67,0.977,-4.911,0,31.093,67,6.771,1.006,1
7.5,5.714,0.965,82.243,0.984,-0.417,0,31.163,81.222,5.141,1.176,1
0.5,13.889,1.058,79.056,1.032,1.471,0,31.292,77.444,5.221,1.337,1
5,5.263,0.984,76.158,1.005,-3.209,0,31.002,74.833,6.337,1.008,1
3.5,10.101,1.008,76.828,0.996,-2.234,1,31.215,83.889,5.397,1.08,1
3,0,0.814,55.143,1.009,-5.025,0,39.964,55.143,6.071,1.433,1
3,2.326,0.823,63.93,0.924,-2.885,0,31.454,67.278,4.856,1.304,1
13,0,0.885,62.125,1.049,-2.172,0,31.194,63.278,5.445,1.417,1
1,0,0.853,65.231,1.019,-5.417,0,43.303,65.231,7.225,1.043,1
8,3.03,0.807,66.515,0.985,-1.202,0,31.331,77.889,4.958,1.678,1
12,0,0.826,64.526,0.998,-1.311,0,31.193,68.778,4.591,1.628,1
9,3.922,0.872,70.02,0.968,-3.656,0,31.269,65.222,5.602,1.476,1
2,7.143,0.879,70.214,0.948,-5.119,0,40.192,70.214,7.016,1.061,1
3,0,0.831,65.5,0.965,-5.415,1,31.53,69.389,6.216,1.389,1
1,0,0.963,82.737,0.999,-2.599,0,31.714,84.611,6.111,1.047,1
11.5,8.247,0.994,72.454,0.99,-2.612,0,31.887,90.222,5.97,0.979,1
1,3.704,0.871,76.519,0.946,-3.107,0,31.837,83.556,4.72,1.563,1
5.5,2.83,0.887,78.481,0.991,-2.121,0,31.828,80.722,6.465,1.315,1
3.5,0,0.872,74.625,1.091,0.979,0,35.704,74.625,5.251,1.394,1
3.5,6.818,0.923,70.023,0.96,-2.437,0,32.186,69.722,4.956,1.331,1
3,9.091,1.089,78.606,0.955,-4.105,1,32.385,80.056,6.532,0.963,1
6.5,0,0.873,61.725,0.953,-1.915,0,32.225,55.167,4.587,1.666,1
10.5,7.865,0.916,64.865,0.997,-0.568,0,32.271,67.556,4.911,1.316,1
1,0,0.801,58.75,1.012,-0.849,0,48.211,58.75,4.886,1.657,1
1,0,0.901,78.556,0.999,-5.052,0,32.323,78.556,6.788,1.094,1
4.5,0,0.832,69.622,0.936,-1.999,0,32.377,81.333,5.356,1.239,1
3,6.897,0.94,78.172,0.964,-3.903,1,32.209,78.722,6.376,1.467,1
4,0,0.848,62,1.016,-5.227,0,32.334,62.778,6.307,1.609,1
1.5,8.475,0.981,66.661,0.939,-2.691,0,32.365,66.5,6.378,1.45,1
0.5,14.865,1.059,78.838,1.009,-2.252,0,32.488,82.611,5.734,1.216,1
-5,27.586,1.202,76.414,1.046,0.512,0,32.557,72.278,5.546,0.994,1
3,6.667,0.896,68.933,0.955,-3.993,0,32.507,69.778,6.825,1.41,1
8.5,5.714,0.879,60.057,0.987,-1.111,0,32.442,68.833,5.159,1.53,1
4,5,0.954,72.6,0.996,-3.216,0,32.539,74.722,6.351,1.277,1
2,0,0.963,60,1.073,-4.382,0,41.621,60,7.245,1.017,1
5.5,10.526,0.904,77.868,0.984,-0.642,0,32.527,73.333,5.462,1.264,1
2,0,0.868,54.05,1.04,-4.776,0,32.778,56.667,7.362,1.436,1
-1.5,19.149,1.017,73.83,0.955,-2.107,0,32.824,70.111,6.966,1.118,1
2,0,0.751,65.15,0.968,-4.661,0,32.925,64.833,6.933,1.031,1
6,9.859,0.968,75.535,0.99,-1.749,0,33.119,83.556,6.373,1.133,1
-4,26.667,1.175,76.111,1.028,-1.289,0,33.501,87.889,5.997,1.068,1
7,10.638,1.036,71.362,1.004,-3.27,0,33.585,70.222,6.896,1.034,1
2,4.348,0.943,72.609,0.97,-3.293,1,33.545,75.556,6.134,1.128,1
1,9.091,0.96,76.5,0.963,-4.01,0,33.735,77,6.344,1.061,1
4,0,0.875,65.625,0.999,-4.425,0,33.934,71.278,6.341,1.494,1
7,5,0.941,65.85,0.955,-2.462,0,34.02,59.278,5.043,1.594,1
3.5,0,0.885,69.808,1.023,-2.47,0,34.036,71.167,5.296,1.521,1
2.5,13.542,0.975,71.948,0.983,-1.518,0,34.181,82.778,5.163,1.073,1
4,5,0.893,68.7,1.119,2.323,0,34.065,66.333,5.035,1.565,1
3.5,15.584,1.054,78.338,0.986,0.147,0,34.186,83.333,5.938,1.152,1
6,10,0.951,66.15,0.963,-3.239,0,33.83,68.444,5.959,1.519,1
3,3.448,0.897,75.759,0.957,-3.639,1,33.889,79.667,7.097,1.435,1
2.5,4.348,0.89,79.609,0.984,-3.147,0,34.466,90.167,6.4,1.102,1
3,4.545,1.045,68.273,0.983,-2.621,0,34.505,69.5,5.246,1.041,1
4,4.348,0.932,71.913,1.005,-1.219,0,34.481,75.944,5.586,1.278,1
3,0,0.967,44.615,1.047,-7.425,0,47.221,44.615,4.11,1.271,1
3,0,0.891,75.256,0.964,-2.008,0,34.568,74.444,5.278,1.244,1
